"Test Information",Value
"RUN ID",488
"END EXECUTION TIME","2021-05-07 10:53:13"
"SOURCE PROBE NAME",raspberrypi-AAS
"SOURCE PROBE TEST IP ADDRESS",raspberrypi-AAS
"SOURCE PROBE MANAGEMENT IP ADDRESS",raspberrypi-AAS
"SOURCE PROBE GROUP",Administrators
"DESTINATION PROBE NAME",andreas
"DESTINATION PROBE TEST IP ADDRESS",andreas
"DESTINATION PROBE MANAGEMENT IP ADDRESS",andreas
"DESTINATION PROBE GROUP",Administrators
"DESTINATION PROBE LOCATION",
"TEST MODULE",MESH
"TEST TYPE","Network KPI"
"TEST ADDITIONAL INFORMATION"," DSCP Setting: Best Effort"
"TEST DURATION",120
"TEST STATUS",Failed
"FAIL OR ERROR REASON"," Threshold failed on KPI from->to Jitter Max (ms) 
 Threshold failed on KPI from->to Max Delay Variation (ms) 
"

Metric,"Pair Name",Value,"Threshold Type",Threshold,"Status KPI"
"Datagrams Out of Order","KPI from->to",0.0,0,>=,Passed
"Delay (ms)","KPI from->to",4.15,0,<=,Passed
"Jitter (ms)","KPI from->to",1.46,0,<=,Passed
"Jitter Max (ms)","KPI from->to",21.0,0,<=,Failed
Loss,"KPI from->to",0.0,0,<=,Passed
"Max Delay Variation (ms)","KPI from->to",155.0,0,<=,Failed
"Max loss burst","KPI from->to",0.0,0,<=,Passed
MOS,"KPI from->to",4.07,1,<=,Passed
"Wi-Fi RSSI Average","Wi-Fi andreas",-39.0,-1,<=,Passed
"Wi-Fi RSSI Minimum","Wi-Fi andreas",-43.0,-1,<=,Passed
"Wi-Fi RSSI Maximum","Wi-Fi andreas",-36.0,-1,<=,Passed
"Wi-Fi Link Speed Average (Mbps)","Wi-Fi andreas",169.67796610169492,-1,<=,Passed
"Wi-Fi BSSID","Wi-Fi andreas",fc:5b:39:c7:c3:4f,,,Passed
"Wi-Fi SSID","Wi-Fi andreas",eduroam,,,Passed
"Jitter (ms)","KPI from->to",90,1
"Jitter (ms)","KPI from->to",92,2
"Jitter (ms)","KPI from->to",94,1
"Jitter (ms)","KPI from->to",96,0
"Jitter (ms)","KPI from->to",98,1
"Jitter (ms)","KPI from->to",100,1

Metric,"Pair Name",Timestamp,Value
"Max Delay Variation (ms)","KPI from->to",2,12
"Max Delay Variation (ms)","KPI from->to",4,14
"Max Delay Variation (ms)","KPI from->to",6,10
"Max Delay Variation (ms)","KPI from->to",8,5
"Max Delay Variation (ms)","KPI from->to",10,29
"Max Delay Variation (ms)","KPI from->to",12,37
"Max Delay Variation (ms)","KPI from->to",14,16
"Max Delay Variation (ms)","KPI from->to",16,19
"Max Delay Variation (ms)","KPI from->to",18,3
"Max Delay Variation (ms)","KPI from->to",20,18
"Max Delay Variation (ms)","KPI from->to",22,38
"Max Delay Variation (ms)","KPI from->to",24,13
"Max Delay Variation (ms)","KPI from->to",26,15
"Max Delay Variation (ms)","KPI from->to",28,12
"Max Delay Variation (ms)","KPI from->to",30,113
"Max Delay Variation (ms)","KPI from->to",32,115
"Max Delay Variation (ms)","KPI from->to",34,155
"Max Delay Variation (ms)","KPI from->to",36,112
"Max Delay Variation (ms)","KPI from->to",38,118
"Max Delay Variation (ms)","KPI from->to",40,2
"Max Delay Variation (ms)","KPI from->to",42,3
"Max Delay Variation (ms)","KPI from->to",44,39
"Max Delay Variation (ms)","KPI from->to",46,3
"Max Delay Variation (ms)","KPI from->to",48,3
"Max Delay Variation (ms)","KPI from->to",50,14
"Max Delay Variation (ms)","KPI from->to",52,14
"Max Delay Variation (ms)","KPI from->to",54,2
"Max Delay Variation (ms)","KPI from->to",56,47
"Max Delay Variation (ms)","KPI from->to",58,3
"Max Delay Variation (ms)","KPI from->to",60,7
"Max Delay Variation (ms)","KPI from->to",62,3
"Max Delay Variation (ms)","KPI from->to",64,15
"Max Delay Variation (ms)","KPI from->to",66,45
"Max Delay Variation (ms)","KPI from->to",68,20
"Max Delay Variation (ms)","KPI from->to",70,3
"Max Delay Variation (ms)","KPI from->to",72,3
"Max Delay Variation (ms)","KPI from->to",74,3
"Max Delay Variation (ms)","KPI from->to",76,3
"Max Delay Variation (ms)","KPI from->to",78,32
"Max Delay Variation (ms)","KPI from->to",80,4
"Max Delay Variation (ms)","KPI from->to",82,14
"Max Delay Variation (ms)","KPI from->to",84,2
"Max Delay Variation (ms)","KPI from->to",86,15
"Max Delay Variation (ms)","KPI from->to",88,2
"Max Delay Variation (ms)","KPI from->to",90,45
"Max Delay Variation (ms)","KPI from->to",92,16
"Max Delay Variation (ms)","KPI from->to",94,18
"Max Delay Variation (ms)","KPI from->to",96,3
"Max Delay Variation (ms)","KPI from->to",98,13
"Max Delay Variation (ms)","KPI from->to",100,33

Metric,"Pair Name",Timestamp,Value
"Delay (ms)","KPI from->to",102,1
"Delay (ms)","KPI from->to",104,1
"Delay (ms)","KPI from->to",106,1
"Delay (ms)","KPI from->to",108,2
"Delay (ms)","KPI from->to",110,1
"Delay (ms)","KPI from->to",112,2
"Delay (ms)","KPI from->to",114,1
"Delay (ms)","KPI from->to",116,2
"Delay (ms)","KPI from->to",118,1

Metric,"Pair Name",Timestamp,Value
"Delay (ms)","KPI from->to",2,2
"Delay (ms)","KPI from->to",4,2
"Delay (ms)","KPI from->to",6,1
"Delay (ms)","KPI from->to",8,2
"Delay (ms)","KPI from->to",10,2
"Delay (ms)","KPI from->to",12,2
"Delay (ms)","KPI from->to",14,2
"Delay (ms)","KPI from->to",16,1
"Delay (ms)","KPI from->to",18,1
"Delay (ms)","KPI from->to",20,1
"Delay (ms)","KPI from->to",22,1
"Delay (ms)","KPI from->to",24,1
"Delay (ms)","KPI from->to",26,1
"Delay (ms)","KPI from->to",28,1
"Delay (ms)","KPI from->to",30,15
"Delay (ms)","KPI from->to",32,51
"Delay (ms)","KPI from->to",34,49
"Delay (ms)","KPI from->to",36,30
"Delay (ms)","KPI from->to",38,22
"Delay (ms)","KPI from->to",40,2
"Delay (ms)","KPI from->to",42,2
"Delay (ms)","KPI from->to",44,2
"Delay (ms)","KPI from->to",46,1
"Delay (ms)","KPI from->to",48,1
"Delay (ms)","KPI from->to",50,2
"Delay (ms)","KPI from->to",52,2
"Delay (ms)","KPI from->to",54,1
"Delay (ms)","KPI from->to",56,2
"Delay (ms)","KPI from->to",58,1
"Delay (ms)","KPI from->to",60,1
"Delay (ms)","KPI from->to",62,1
"Delay (ms)","KPI from->to",64,2
"Delay (ms)","KPI from->to",66,2
"Delay (ms)","KPI from->to",68,2
"Delay (ms)","KPI from->to",70,1
"Delay (ms)","KPI from->to",72,1
"Delay (ms)","KPI from->to",74,1
"Delay (ms)","KPI from->to",76,1
"Delay (ms)","KPI from->to",78,1
"Delay (ms)","KPI from->to",80,1
"Delay (ms)","KPI from->to",82,1
"Delay (ms)","KPI from->to",84,1
"Delay (ms)","KPI from->to",86,1
"Delay (ms)","KPI from->to",88,1
"Delay (ms)","KPI from->to",90,2
"Delay (ms)","KPI from->to",92,2
"Delay (ms)","KPI from->to",94,3
"Delay (ms)","KPI from->to",96,1
"Delay (ms)","KPI from->to",98,2
"Delay (ms)","KPI from->to",100,2

Metric,"Pair Name",Timestamp,Value
"Max Delay Variation (ms)","KPI from->to",102,14
"Max Delay Variation (ms)","KPI from->to",104,4
"Max Delay Variation (ms)","KPI from->to",106,15
"Max Delay Variation (ms)","KPI from->to",108,15
"Max Delay Variation (ms)","KPI from->to",110,3
"Max Delay Variation (ms)","KPI from->to",112,32
"Max Delay Variation (ms)","KPI from->to",114,13
"Max Delay Variation (ms)","KPI from->to",116,18
"Max Delay Variation (ms)","KPI from->to",118,13

Metric,"Pair Name",Timestamp,Value
"Wi-Fi Link Speed (Mbps)","Wi-Fi andreas",102,173
"Wi-Fi Link Speed (Mbps)","Wi-Fi andreas",104,173
"Wi-Fi Link Speed (Mbps)","Wi-Fi andreas",106,173
"Wi-Fi Link Speed (Mbps)","Wi-Fi andreas",108,173
"Wi-Fi Link Speed (Mbps)","Wi-Fi andreas",110,173
"Wi-Fi Link Speed (Mbps)","Wi-Fi andreas",112,144
"Wi-Fi Link Speed (Mbps)","Wi-Fi andreas",114,144
"Wi-Fi Link Speed (Mbps)","Wi-Fi andreas",116,173
"Wi-Fi Link Speed (Mbps)","Wi-Fi andreas",118,156

Metric,"Pair Name",Timestamp,Value
Loss,"KPI from->to",2,0
Loss,"KPI from->to",4,0
Loss,"KPI from->to",6,0
Loss,"KPI from->to",8,0
Loss,"KPI from->to",10,0
Loss,"KPI from->to",12,0
Loss,"KPI from->to",14,0
Loss,"KPI from->to",16,0
Loss,"KPI from->to",18,0
Loss,"KPI from->to",20,0
Loss,"KPI from->to",22,0
Loss,"KPI from->to",24,0
Loss,"KPI from->to",26,0
Loss,"KPI from->to",28,0
Loss,"KPI from->to",30,0
Loss,"KPI from->to",32,0
Loss,"KPI from->to",34,0
Loss,"KPI from->to",36,0
Loss,"KPI from->to",38,0
Loss,"KPI from->to",40,0
Loss,"KPI from->to",42,0
Loss,"KPI from->to",44,0
Loss,"KPI from->to",46,0
Loss,"KPI from->to",48,0
Loss,"KPI from->to",50,0
Loss,"KPI from->to",52,0
Loss,"KPI from->to",54,0
Loss,"KPI from->to",56,0
Loss,"KPI from->to",58,0
Loss,"KPI from->to",60,0
Loss,"KPI from->to",62,0
Loss,"KPI from->to",64,0
Loss,"KPI from->to",66,0
Loss,"KPI from->to",68,0
Loss,"KPI from->to",70,0
Loss,"KPI from->to",72,0
Loss,"KPI from->to",74,0
Loss,"KPI from->to",76,0
Loss,"KPI from->to",78,0
Loss,"KPI from->to",80,0
Loss,"KPI from->to",82,0
Loss,"KPI from->to",84,0
Loss,"KPI from->to",86,0
Loss,"KPI from->to",88,0
Loss,"KPI from->to",90,0
Loss,"KPI from->to",92,0
Loss,"KPI from->to",94,0
Loss,"KPI from->to",96,0
Loss,"KPI from->to",98,0
Loss,"KPI from->to",100,0

Metric,"Pair Name",Timestamp,Value
Loss,"KPI from->to",102,0
Loss,"KPI from->to",104,0
Loss,"KPI from->to",106,0
Loss,"KPI from->to",108,0
Loss,"KPI from->to",110,0
Loss,"KPI from->to",112,0
Loss,"KPI from->to",114,0
Loss,"KPI from->to",116,0
Loss,"KPI from->to",118,0

Metric,"Pair Name",Timestamp,Value
MOS,"KPI from->to",102,4.37
MOS,"KPI from->to",104,4.37
MOS,"KPI from->to",106,4.37
MOS,"KPI from->to",108,4.37
MOS,"KPI from->to",110,4.37
MOS,"KPI from->to",112,4.37
MOS,"KPI from->to",114,4.37
MOS,"KPI from->to",116,4.37
MOS,"KPI from->to",118,4.37

Metric,"Pair Name",Timestamp,Value
MOS,"KPI from->to",2,4.37
MOS,"KPI from->to",4,4.37
MOS,"KPI from->to",6,4.37
MOS,"KPI from->to",8,4.37
MOS,"KPI from->to",10,4.37
MOS,"KPI from->to",12,4.37
MOS,"KPI from->to",14,4.37
MOS,"KPI from->to",16,4.37
MOS,"KPI from->to",18,4.37
MOS,"KPI from->to",20,4.37
MOS,"KPI from->to",22,4.37
MOS,"KPI from->to",24,4.37
MOS,"KPI from->to",26,4.37
MOS,"KPI from->to",28,4.37
MOS,"KPI from->to",30,1.86
MOS,"KPI from->to",32,1
MOS,"KPI from->to",34,1.49
MOS,"KPI from->to",36,1
MOS,"KPI from->to",38,1.51
MOS,"KPI from->to",40,4.37
MOS,"KPI from->to",42,4.37
MOS,"KPI from->to",44,4.37
MOS,"KPI from->to",46,4.37
MOS,"KPI from->to",48,4.37
MOS,"KPI from->to",50,4.37
MOS,"KPI from->to",52,4.37
MOS,"KPI from->to",54,4.37
MOS,"KPI from->to",56,3.5
MOS,"KPI from->to",58,4.37
MOS,"KPI from->to",60,4.37
MOS,"KPI from->to",62,4.37
MOS,"KPI from->to",64,4.37
MOS,"KPI from->to",66,3.5
MOS,"KPI from->to",68,4.37
MOS,"KPI from->to",70,4.37
MOS,"KPI from->to",72,4.37
MOS,"KPI from->to",74,4.37
MOS,"KPI from->to",76,4.37
MOS,"KPI from->to",78,4.37
MOS,"KPI from->to",80,4.37
MOS,"KPI from->to",82,4.37
MOS,"KPI from->to",84,4.37
MOS,"KPI from->to",86,4.37
MOS,"KPI from->to",88,4.37
MOS,"KPI from->to",90,3.5
MOS,"KPI from->to",92,4.37
MOS,"KPI from->to",94,4.37
MOS,"KPI from->to",96,4.37
MOS,"KPI from->to",98,4.37
MOS,"KPI from->to",100,4.37


