"Test Information",Value
"RUN ID",489
"END EXECUTION TIME","2021-05-07 11:09:28"
"SOURCE PROBE NAME",raspberrypi-AAS
"SOURCE PROBE TEST IP ADDRESS",raspberrypi-AAS
"SOURCE PROBE MANAGEMENT IP ADDRESS",raspberrypi-AAS
"SOURCE PROBE GROUP",Administrators
"DESTINATION PROBE NAME",andreas
"DESTINATION PROBE TEST IP ADDRESS",andreas
"DESTINATION PROBE MANAGEMENT IP ADDRESS",andreas
"DESTINATION PROBE GROUP",Administrators
"DESTINATION PROBE LOCATION",
"TEST MODULE",MESH
"TEST TYPE","Network KPI"
"TEST ADDITIONAL INFORMATION"," DSCP Setting: Best Effort"
"TEST DURATION",120
"TEST STATUS",Failed
"FAIL OR ERROR REASON"," Threshold failed on KPI from->to Jitter Max (ms) 
 Threshold failed on KPI from->to Max Delay Variation (ms) 
"

Metric,"Pair Name",Value,"Threshold Type",Threshold,"Status KPI"
"Datagrams Out of Order","KPI from->to",0.0,0,>=,Passed
"Delay (ms)","KPI from->to",0.64,0,<=,Passed
"Jitter (ms)","KPI from->to",0.61,0,<=,Passed
"Jitter Max (ms)","KPI from->to",8.0,0,<=,Failed
Loss,"KPI from->to",0.0,0,<=,Passed
"Max Delay Variation (ms)","KPI from->to",48.0,0,<=,Failed
"Max loss burst","KPI from->to",0.0,0,<=,Passed
MOS,"KPI from->to",4.24,1,<=,Passed
"Wi-Fi RSSI Average","Wi-Fi andreas",-38.0,-1,<=,Passed
"Wi-Fi RSSI Minimum","Wi-Fi andreas",-42.0,-1,<=,Passed
"Wi-Fi RSSI Maximum","Wi-Fi andreas",-35.0,-1,<=,Passed
"Wi-Fi Link Speed Average (Mbps)","Wi-Fi andreas",170.0,-1,<=,Passed
"Wi-Fi BSSID","Wi-Fi andreas",fc:5b:39:c7:c3:4f,,,Passed
"Wi-Fi SSID","Wi-Fi andreas",eduroam,,,Passed
"Max Delay Variation (ms)","KPI from->to",10,3
"Max Delay Variation (ms)","KPI from->to",12,44
"Max Delay Variation (ms)","KPI from->to",14,3
"Max Delay Variation (ms)","KPI from->to",16,18
"Max Delay Variation (ms)","KPI from->to",18,2
"Max Delay Variation (ms)","KPI from->to",20,15
"Max Delay Variation (ms)","KPI from->to",22,46
"Max Delay Variation (ms)","KPI from->to",24,22
"Max Delay Variation (ms)","KPI from->to",26,21
"Max Delay Variation (ms)","KPI from->to",28,32
"Max Delay Variation (ms)","KPI from->to",30,19
"Max Delay Variation (ms)","KPI from->to",32,17
"Max Delay Variation (ms)","KPI from->to",34,41
"Max Delay Variation (ms)","KPI from->to",36,2
"Max Delay Variation (ms)","KPI from->to",38,18
"Max Delay Variation (ms)","KPI from->to",40,19
"Max Delay Variation (ms)","KPI from->to",42,3
"Max Delay Variation (ms)","KPI from->to",44,43
"Max Delay Variation (ms)","KPI from->to",46,2
"Max Delay Variation (ms)","KPI from->to",48,20
"Max Delay Variation (ms)","KPI from->to",50,15
"Max Delay Variation (ms)","KPI from->to",52,12
"Max Delay Variation (ms)","KPI from->to",54,18
"Max Delay Variation (ms)","KPI from->to",56,45
"Max Delay Variation (ms)","KPI from->to",58,14
"Max Delay Variation (ms)","KPI from->to",60,13
"Max Delay Variation (ms)","KPI from->to",62,3
"Max Delay Variation (ms)","KPI from->to",64,4
"Max Delay Variation (ms)","KPI from->to",66,2
"Max Delay Variation (ms)","KPI from->to",68,43
"Max Delay Variation (ms)","KPI from->to",70,3
"Max Delay Variation (ms)","KPI from->to",72,11
"Max Delay Variation (ms)","KPI from->to",74,4
"Max Delay Variation (ms)","KPI from->to",76,3
"Max Delay Variation (ms)","KPI from->to",78,47
"Max Delay Variation (ms)","KPI from->to",80,3
"Max Delay Variation (ms)","KPI from->to",82,3
"Max Delay Variation (ms)","KPI from->to",84,2
"Max Delay Variation (ms)","KPI from->to",86,2
"Max Delay Variation (ms)","KPI from->to",88,2
"Max Delay Variation (ms)","KPI from->to",90,33
"Max Delay Variation (ms)","KPI from->to",92,16
"Max Delay Variation (ms)","KPI from->to",94,17
"Max Delay Variation (ms)","KPI from->to",96,9
"Max Delay Variation (ms)","KPI from->to",98,3
"Max Delay Variation (ms)","KPI from->to",100,48

Metric,"Pair Name",Timestamp,Value
"Delay (ms)","KPI from->to",2,1
"Delay (ms)","KPI from->to",4,0
"Delay (ms)","KPI from->to",6,0
"Delay (ms)","KPI from->to",8,0
"Delay (ms)","KPI from->to",10,0
"Delay (ms)","KPI from->to",12,1
"Delay (ms)","KPI from->to",14,0
"Delay (ms)","KPI from->to",16,2
"Delay (ms)","KPI from->to",18,0
"Delay (ms)","KPI from->to",20,0
"Delay (ms)","KPI from->to",22,1
"Delay (ms)","KPI from->to",24,3
"Delay (ms)","KPI from->to",26,5
"Delay (ms)","KPI from->to",28,1
"Delay (ms)","KPI from->to",30,2
"Delay (ms)","KPI from->to",32,2
"Delay (ms)","KPI from->to",34,1
"Delay (ms)","KPI from->to",36,0
"Delay (ms)","KPI from->to",38,1
"Delay (ms)","KPI from->to",40,1
"Delay (ms)","KPI from->to",42,0
"Delay (ms)","KPI from->to",44,2
"Delay (ms)","KPI from->to",46,0
"Delay (ms)","KPI from->to",48,2
"Delay (ms)","KPI from->to",50,1
"Delay (ms)","KPI from->to",52,1
"Delay (ms)","KPI from->to",54,1
"Delay (ms)","KPI from->to",56,2
"Delay (ms)","KPI from->to",58,1
"Delay (ms)","KPI from->to",60,0
"Delay (ms)","KPI from->to",62,0
"Delay (ms)","KPI from->to",64,0
"Delay (ms)","KPI from->to",66,0
"Delay (ms)","KPI from->to",68,1
"Delay (ms)","KPI from->to",70,0
"Delay (ms)","KPI from->to",72,0
"Delay (ms)","KPI from->to",74,0
"Delay (ms)","KPI from->to",76,0
"Delay (ms)","KPI from->to",78,1
"Delay (ms)","KPI from->to",80,0
"Delay (ms)","KPI from->to",82,0
"Delay (ms)","KPI from->to",84,0
"Delay (ms)","KPI from->to",86,0
"Delay (ms)","KPI from->to",88,0
"Delay (ms)","KPI from->to",90,1
"Delay (ms)","KPI from->to",92,1
"Delay (ms)","KPI from->to",94,0
"Delay (ms)","KPI from->to",96,0
"Delay (ms)","KPI from->to",98,0
"Delay (ms)","KPI from->to",100,1

Metric,"Pair Name",Timestamp,Value
"Delay (ms)","KPI from->to",102,0
"Delay (ms)","KPI from->to",104,0
"Delay (ms)","KPI from->to",106,1
"Delay (ms)","KPI from->to",108,0
"Delay (ms)","KPI from->to",110,0
"Delay (ms)","KPI from->to",112,1
"Delay (ms)","KPI from->to",114,0
"Delay (ms)","KPI from->to",116,0
"Delay (ms)","KPI from->to",118,0

Metric,"Pair Name",Timestamp,Value
MOS,"KPI from->to",102,4.37
MOS,"KPI from->to",104,4.37
MOS,"KPI from->to",106,4.37
MOS,"KPI from->to",108,4.37
MOS,"KPI from->to",110,4.37
MOS,"KPI from->to",112,3.5
MOS,"KPI from->to",114,4.37
MOS,"KPI from->to",116,4.37
MOS,"KPI from->to",118,4.37

Metric,"Pair Name",Timestamp,Value
"Wi-Fi Link Speed (Mbps)","Wi-Fi andreas",102,144
"Wi-Fi Link Speed (Mbps)","Wi-Fi andreas",104,173
"Wi-Fi Link Speed (Mbps)","Wi-Fi andreas",106,173
"Wi-Fi Link Speed (Mbps)","Wi-Fi andreas",108,173
"Wi-Fi Link Speed (Mbps)","Wi-Fi andreas",110,173
"Wi-Fi Link Speed (Mbps)","Wi-Fi andreas",112,173
"Wi-Fi Link Speed (Mbps)","Wi-Fi andreas",114,173
"Wi-Fi Link Speed (Mbps)","Wi-Fi andreas",116,173
"Wi-Fi Link Speed (Mbps)","Wi-Fi andreas",118,173

Metric,"Pair Name",Timestamp,Value
"Jitter (ms)","KPI from->to",2,0
"Jitter (ms)","KPI from->to",4,0
"Jitter (ms)","KPI from->to",6,0
"Jitter (ms)","KPI from->to",8,0
"Jitter (ms)","KPI from->to",10,0
"Jitter (ms)","KPI from->to",12,0
"Jitter (ms)","KPI from->to",14,0
"Jitter (ms)","KPI from->to",16,1
"Jitter (ms)","KPI from->to",18,0
"Jitter (ms)","KPI from->to",20,0
"Jitter (ms)","KPI from->to",22,1
"Jitter (ms)","KPI from->to",24,3
"Jitter (ms)","KPI from->to",26,1
"Jitter (ms)","KPI from->to",28,1
"Jitter (ms)","KPI from->to",30,8
"Jitter (ms)","KPI from->to",32,0
"Jitter (ms)","KPI from->to",34,0
"Jitter (ms)","KPI from->to",36,0
"Jitter (ms)","KPI from->to",38,2
"Jitter (ms)","KPI from->to",40,0
"Jitter (ms)","KPI from->to",42,0
"Jitter (ms)","KPI from->to",44,5
"Jitter (ms)","KPI from->to",46,0
"Jitter (ms)","KPI from->to",48,0
"Jitter (ms)","KPI from->to",50,0
"Jitter (ms)","KPI from->to",52,0
"Jitter (ms)","KPI from->to",54,1
"Jitter (ms)","KPI from->to",56,2
"Jitter (ms)","KPI from->to",58,1
"Jitter (ms)","KPI from->to",60,0
"Jitter (ms)","KPI from->to",62,0
"Jitter (ms)","KPI from->to",64,1
"Jitter (ms)","KPI from->to",66,0
"Jitter (ms)","KPI from->to",68,0
"Jitter (ms)","KPI from->to",70,0
"Jitter (ms)","KPI from->to",72,1
"Jitter (ms)","KPI from->to",74,0
"Jitter (ms)","KPI from->to",76,0
"Jitter (ms)","KPI from->to",78,2
"Jitter (ms)","KPI from->to",80,0
"Jitter (ms)","KPI from->to",82,0
"Jitter (ms)","KPI from->to",84,0
"Jitter (ms)","KPI from->to",86,0
"Jitter (ms)","KPI from->to",88,0
"Jitter (ms)","KPI from->to",90,0
"Jitter (ms)","KPI from->to",92,0
"Jitter (ms)","KPI from->to",94,0
"Jitter (ms)","KPI from->to",96,0
"Jitter (ms)","KPI from->to",98,0
"Jitter (ms)","KPI from->to",100,5

Metric,"Pair Name",Timestamp,Value
"Jitter (ms)","KPI from->to",102,0
"Jitter (ms)","KPI from->to",104,0
"Jitter (ms)","KPI from->to",106,0
"Jitter (ms)","KPI from->to",108,0
"Jitter (ms)","KPI from->to",110,0
"Jitter (ms)","KPI from->to",112,1
"Jitter (ms)","KPI from->to",114,0
"Jitter (ms)","KPI from->to",116,0
"Jitter (ms)","KPI from->to",118,0

Metric,"Pair Name",Timestamp,Value
Loss,"KPI from->to",102,0
Loss,"KPI from->to",104,0
Loss,"KPI from->to",106,0
Loss,"KPI from->to",108,0
Loss,"KPI from->to",110,0
Loss,"KPI from->to",112,0
Loss,"KPI from->to",114,0
Loss,"KPI from->to",116,0
Loss,"KPI from->to",118,0

Metric,"Pair Name",Timestamp,Value
"Max Delay Variation (ms)","KPI from->to",102,3
"Max Delay Variation (ms)","KPI from->to",104,3
"Max Delay Variation (ms)","KPI from->to",106,4
"Max Delay Variation (ms)","KPI from->to",108,4
"Max Delay Variation (ms)","KPI from->to",110,2
"Max Delay Variation (ms)","KPI from->to",112,44
"Max Delay Variation (ms)","KPI from->to",114,3
"Max Delay Variation (ms)","KPI from->to",116,3
"Max Delay Variation (ms)","KPI from->to",118,15


